Item,Marca,Precio,Categoria,Web,class_inei,codigo,genero
pantalón hombre john holden,john holden,189.9,hombre,ripley,PANTALÓN (HOMBRE > 14),312010154,hombre
sostén algodón mujer palmers multicolor p32027422234b pack 3,palmers,79.9,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
sandalias mujer steve madden dorado,steve madden,258.93,calzado,ripley,SANDALIAS (MUJER > 14),321030115,mujer
camisaco drill para hombre doxy,xero tolerance,249.0,hombre,ripley,"CASACA, CHAQUETA, GUERRERA (HOMBRE > 14)",312010132,hombre
zapatilla hombre reebok deportivas,reebok,207.99,calzado,ripley,ZAPATILLAS (HOMBRE >14),321010303,hombre
polo sin mangas mujer index elisa,index,34.99,mujer,ripley,"POLO (INCLUYE TIPO BIBIDI, TOPS, ETC.) (MUJER > 14)",312020142,mujer
conjunto bebé niña pillin  23 coral,pillin,90.3,moda infantil,ripley,CONJUNTITO (MENOR DE 2),312050138,niña
pack 4 bóxers hombre reebok performance brief,reebok,139.0,hombre,ripley,ROPA INTERIOR (HOMBRE > 14),312010171,hombre
jean algodón recto mujer levis,levi's,299.0,mujer,ripley,PANTALÓN (MUJER > 14),312020137,mujer
chompa mujer pionier america hilos,pionier,116.1,mujer,ripley,CHOMPA / SUÉTER (MUJER > 14),312020117,mujer
medias pack x3 algodón ckm221cr04002 calvin klein para hombre,calvin klein,103.92,hombre,ripley,ROPA INTERIOR (HOMBRE > 14),312010171,hombre
pantalón flare mujer soda blues  gaelan,soda blues,149.99,mujer,ripley,PANTALÓN (MUJER > 14),312020137,mujer
polo autolistada,pillin,32.45,moda infantil,ripley,POLO (HOMBRE > 14),312010160,mujer
zapatos casuales mujer magdalena shoes  lazo mules,magdalena shoes,69.0,calzado,ripley,ZAPATOS (MUJER > 14),321030121,mujer
polo manga corta hombre nautica  oscuro,nautica,149.99,hombre,ripley,POLO (HOMBRE > 14),312010160,hombre
leggin running mujer new balance wp41177bk nb sleek high rise sport 25,new balance,188.99,calzado,ripley,PANTALÓN (MUJER > 14),312020137,mujer
zapatilla mujer reebok deportivas  energen lite,reebok,153.99,calzado,ripley,ZAPATILLAS (MUJER > 14),321030303,mujer
polo manga corta algodón niño cloudbreak solido,cloudbreak,34.99,moda infantil,ripley,POLO (NIÑO DE 3 A 13),312030158,niño
zapatilla unisex adidas running  response runner shoes,adidas,151.99,calzado,ripley,ZAPATILLAS (HOMBRE >14),321010303,sin genero
pantalón slim hombre dockers  jean cut,dockers,153.3,hombre,ripley,PANTALÓN (HOMBRE > 14),312010154,hombre
zapatillas mujer reebok urbanas rosado club c revenge vintage cuero,reebok,175.0,calzado,ripley,ZAPATILLAS (MUJER > 14),321030303,mujer
esquiladora manual para ovejas alpacas 31cm,genérico,29.0,moda infantil,ripley,NO CLASIFICACIÓN,0,mujer
blusa manga larga niña pionier celinaa,pionier,83.99,moda infantil,ripley,"POLO (INCLUYE TIPO BIBIDI, TOPS, ETC.) (NIÑA DE 3 A 13)",312040142,niña
pantalón regular mujer tally weijl spaliikaria,tally weijl,110.0,mujer,ripley,PANTALÓN (MUJER > 14),312020137,mujer
zapatillas casual skechers marble sweetheart multicolor,skechers,296.1,calzado,ripley,ZAPATILLAS (MUJER > 14),321030303,mujer
falda mujer midi  levis,levi's,160.0,mujer,ripley,VESTIDO PARA OCASIONES ESPECIALES (MUJER > 14),312020165,mujer
polo manga larga algodón hombre hurley hz233t05301,hurley,89.99,hombre,ripley,POLO (HOMBRE > 14),312010160,hombre
set enterizos  pantalón largo algodón bebé niño carters  oscuro oso polar 3 unidades tipo colección little character,carter's,105.0,moda infantil,ripley,BEBECRECE (MENOR DE 2),312050108,niño
sandalias niño colloky,colloky,118.3,calzado,ripley,ZAPATILLAS (NIÑO DE 3 A 13),321020303,niño
pantalón hombre kenneth stevens bas,kenneth stevens,59.99,hombre,ripley,PANTALÓN (HOMBRE > 14),312010154,hombre
blusa manga 34 mujer mentha y chocolate famara,mentha y chocolate,139.3,mujer,ripley,BLUSA (MUJER > 14),312020106,mujer
zapatillas   para hombre bastiann,dvx,189.0,calzado,ripley,ZAPATILLAS (HOMBRE >14),321010303,hombre
sandalias mujer schutz camel 0009u,schutz,391.92,calzado,ripley,SANDALIAS (MUJER > 14),321030115,mujer
overol bebé niño,pillin,83.4,moda infantil,ripley,BEBECRECE (MENOR DE 2),312050108,niño
set de lencería mujer shein con encaje floral 4 paquetes con bata con cinturón de satén,compra facil,102.9,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
polera hombre reporter eydens regular fit,reporter,139.9,hombre,ripley,POLERA / SUDADERA (HOMBRE > 14),312010158,hombre
polo manga corta algodón hombre pepe jeans oliver,pepe jeans,49.99,hombre,ripley,POLO (HOMBRE > 14),312010160,hombre
body mini algodón bebé niña carters american flag manga corta,carter's,49.0,moda infantil,ripley,BEBECRECE (MENOR DE 2),312050108,niña
polo vuelos sin mangas harvest niña,harvest,20.0,moda infantil,ripley,"POLO (INCLUYE TIPO BIBIDI, TOPS, ETC.) (NIÑA DE 3 A 13)",312040142,niña
camisa manga larga hombre nautica   1bw,nautica,230.99,hombre,ripley,CAMISA (HOMBRE > 14),312010124,hombre
conjunto bebé niño colloky  pantalón tortugas,colloky,89.0,moda infantil,ripley,CONJUNTITO (MENOR DE 2),312050138,niño
billetera maui and sons  marrón,maui and sons,79.0,hombre,ripley,NO CLASIFICACIÓN,0,hombre
zapatillas puma para mujer transport   melon  07,puma,171.25,calzado,ripley,ZAPATILLAS (MUJER > 14),321030303,mujer
sandalias niña childrens club fucsia,childrens club,49.9,calzado,ripley,SANDALIAS (MUJER > 14),321030115,niña
blusa manga corta rayón mujer soda blues kailua,soda blues,99.99,mujer,ripley,BLUSA (MUJER > 14),312020106,mujer
zapatos de vestir mujer beira rio nude 43141002761952531,beira rio,104.93,calzado,ripley,ZAPATOS (MUJER > 14),321030121,mujer
pantalon drill stretch hombre yambik,pionier,189.0,hombre,ripley,PANTALÓN (HOMBRE > 14),312010154,hombre
vestido niña urpi imports rosado frozen  varita  corona,urpi imports,149.9,moda infantil,ripley,CONJUNTITO (MENOR DE 2),312050138,niña
body  cruzado manga corta  algodón pima  unisex bebe,mellow,46.9,moda infantil,ripley,BEBECRECE (MENOR DE 2),312050108,bebe
zapatilla deportiva skechers go run consistent 20,skechers,259.0,calzado,ripley,ZAPATILLAS (MUJER > 14),321030303,mujer
calzón mujer calvin klein multicolor,calvin klein,53.2,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
ropa baño mujer index nudo textura,index,39.99,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
polo hombre norton lollipop box khartus,norton,169.0,hombre,ripley,POLO (HOMBRE > 14),312010160,hombre
polera niño pillin  bebé,pillin,71.2,moda infantil,ripley,BEBECRECE (MENOR DE 2),312050108,niño
vestido bebé niña pillin aguamarina,pillin,87.2,moda infantil,ripley,BEBECRECE (MENOR DE 2),312050108,niña
legging larga estampada niña pillin  23,pillin,48.3,moda infantil,ripley,PANTALÓN (NIÑA DE 3 A 13),312040137,niña
casaca mujer pionier yamilet,pionier,143.99,mujer,ripley,"CASACA, CHAQUETA, GUERRERA (MUJER > 14)",312020114,mujer
blusa mujer index sin mangas pañuelo,index,79.99,mujer,ripley,BLUSA (MUJER > 14),312020106,mujer
adidas running galaxy 6  para hombre,adidas,199.9,calzado,ripley,ZAPATILLAS (HOMBRE >14),321010303,hombre
panty pillin bebé niña pack 2un,pillin,48.3,moda infantil,ripley,ROPA INTERIOR (NIÑA DE 3 A 13),312040165,niña
polo manga corta algodón hombre pepe jeans eggo,pepe jeans,59.99,hombre,ripley,POLO (HOMBRE > 14),312010160,hombre
jean algodón mom mujer exit  telerife,exit,119.4,mujer,ripley,PANTALÓN (MUJER > 14),312020137,mujer
zapatillas hombre asics running  gel dedicate,asics,359.92,calzado,ripley,ZAPATILLAS (HOMBRE >14),321010303,hombre
casaca mujer kansas  k3379a,kansas,104.99,mujer,ripley,"CASACA, CHAQUETA, GUERRERA (MUJER > 14)",312020114,mujer
short deportivo calvin klein niña,calvin klein,59.0,mujer,ripley,PANTALÓN (NIÑA DE 3 A 13),312040137,niña
jean recto hombre kansas,kansas,139.99,hombre,ripley,PANTALÓN (HOMBRE > 14),312010154,hombre
pijama short algodón mujer marquis marfil hojas,marquis,49.99,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
camisa manga larga algodón hombre john holden,john holden,99.9,hombre,ripley,CAMISA (HOMBRE > 14),312010124,hombre
polo manga larga algodón pima unisex peyito  perú,peyito,59.9,moda infantil,ripley,POLO (HOMBRE > 14),312010160,sin genero
short algodón niña colloky  claro vuelos,colloky,35.94,moda infantil,ripley,PANTALÓN (NIÑA DE 3 A 13),312040137,niña
bata los simpsons kayser mujer,kayser,119.9,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
billetera maui and sons  multicolor,maui and sons,79.0,hombre,ripley,NO CLASIFICACIÓN,0,hombre
edt lacoste match point hombre 50 ml,lacoste,144.5,hombre,ripley,NO CLASIFICACIÓN,0,hombre
protector cuna thadi sumaq trenzado 4 metros  algodón peruano,thadi sumaq,189.0,moda infantil,ripley,NO CLASIFICACIÓN,0,mujer
jeans suelto mujer soda blues trinity,soda blues,104.99,mujer,ripley,PANTALÓN (MUJER > 14),312020137,mujer
polera algodón hombre kayra man básico,kayra man,65.94,hombre,ripley,POLERA / SUDADERA (HOMBRE > 14),312010158,hombre
jean skinny hombre kansas,kansas,97.99,hombre,ripley,PANTALÓN (HOMBRE > 14),312010154,hombre
camisa manga corta algodón niño woallance 80   2,woallance,90.93,moda infantil,ripley,POLO (NIÑO DE 3 A 13),312030158,niño
short niño baby harvest french terry estampado,baby harvest,15.0,moda infantil,ripley,PANTALÓN (NIÑO DE 3 A 13),312030150,niño
jean wideleg mujer squeeze denim nansi,squeeze,169.99,mujer,ripley,PANTALÓN (MUJER > 14),312020137,mujer
sandalias mujer havaianas elegance,havaianas,39.9,calzado,ripley,SANDALIAS (MUJER > 14),321030115,mujer
pack calzoncillo algodón hombre calvin klein,calvin klein,79.9,hombre,ripley,ROPA INTERIOR (HOMBRE > 14),312010171,hombre
polo manga corta para hombre pierre cardin microest,pierre cardin,118.3,hombre,ripley,POLO (HOMBRE > 14),312010160,hombre
camisa manga larga algodón hombre pierre cardin pc 5912ca,pierre cardin,151.2,hombre,ripley,CAMISA (HOMBRE > 14),312010124,hombre
top sin mangas mujer liola  encaje,liola,151.92,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
pack 2 sostén mujer jacinta fernandez  tops,jacinta fernandez,129.9,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
visera todo gorros peru running amarilla,todo gorros peru,28.9,mujer,ripley,ROPA DEPORTIVA (MUJER > 14),312020168,mujer
zapatillas mujer marquis mayra,marquis,90.0,calzado,ripley,ZAPATILLAS (MUJER > 14),321030303,mujer
polera manga larga hombre volcom  chillout pullover,volcom,189.99,hombre,ripley,POLERA / SUDADERA (HOMBRE > 14),312010158,hombre
polo manga corta algodón hombre woallance clasico,woallance,49.9,hombre,ripley,POLO (HOMBRE > 14),312010160,hombre
falda mujer marquis fa set b,marquis,111.99,mujer,ripley,VESTIDO PARA OCASIONES ESPECIALES (MUJER > 14),312020165,mujer
casaca hombre dockers  packable jacket,dockers,227.4,hombre,ripley,"CASACA, CHAQUETA, GUERRERA (HOMBRE > 14)",312010132,hombre
zapatillas hombre caterpillar urbanas  hex,caterpillar,289.9,calzado,ripley,ZAPATILLAS (HOMBRE >14),321010303,hombre
pack trusas niña handcraft multicolor turning red,handcraft,98.9,moda infantil,ripley,ROPA INTERIOR (NIÑA DE 3 A 13),312040165,niña
palmers pack 3 sosten algodón,palmers,79.9,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
jean skinny hombre parada  ruiz,parada 111,169.99,hombre,ripley,PANTALÓN (HOMBRE > 14),312010154,hombre
jardinera next para niña,next,104.99,moda infantil,ripley,CONJUNTITO (MENOR DE 2),312050138,niña
gorro maui and sons   hombre,maui and sons,79.9,hombre,ripley,ROPA DEPORTIVA (HOMBRE > 14),312010167,hombre
polo manga corta hombre pepe jeans craigton,pepe jeans,47.99,hombre,ripley,POLO (HOMBRE > 14),312010160,hombre
casaca algodón mujer esprit oliva 033cc1g303 quilted,esprit,140.0,mujer,ripley,"CASACA, CHAQUETA, GUERRERA (MUJER > 14)",312020114,mujer
pijama pantalón mujer marquis felpa,marquis,59.99,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
faja mujer lancaster  plctsmmd1blan polo tiras control,lancaster,30.0,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
casaca hombre dockers café padded jacket,dockers,209.4,hombre,ripley,"CASACA, CHAQUETA, GUERRERA (HOMBRE > 14)",312010132,hombre
gorro algodón new era  the league collection magic,new era,129.95,hombre,ripley,ROPA DEPORTIVA (HOMBRE > 14),312010167,hombre
zapatillas hombre new balance urbanas  ct500cg,new balance,499.9,calzado,ripley,ZAPATILLAS (HOMBRE >14),321010303,hombre
jean largo slim hombre kansas,kansas,99.99,hombre,ripley,PANTALÓN (HOMBRE > 14),312010154,hombre
short hombre everlast  swing 20,everlast,99.9,hombre,ripley,PANTALÓN CORTO (HOMBRE > 14),312010153,hombre
short slim mujer kayra poblet perfect fit escuba crepe,kayra poblet perfect fit,79.9,mujer,ripley,PANTALÓN CORTO (MUJER > 14),312020136,mujer
toalla de playa ripley home velour gato summer  cm,ripley home,99.99,mujer,ripley,NO CLASIFICACIÓN,0,mujer
pijama mujer in bloom boyfriend aria vichy,in bloom,209.9,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
polo manga corta hombre gzuck munir_dbs moda,gzuck,89.0,hombre,ripley,POLO (HOMBRE > 14),312010160,hombre
pantalón deportivo licra hombre santor compresion calentador fitness futbol gimnasio,santor,59.9,hombre,ripley,PANTALÓN (HOMBRE > 14),312010154,hombre
vestido a la rodilla ceñido mujer cp moda de colección acp25c01ve01e,cp moda de colección,239.2,mujer,ripley,VESTIDO PARA OCASIONES ESPECIALES (MUJER > 14),312020165,mujer
terno hombre john holden  marino,john holden,899.9,hombre,ripley,TERNO (HOMBRE > 14),312010186,hombre
zapatilla sidney   plomo,nébula,74.95,calzado,ripley,ZAPATILLAS (MUJER > 14),321030303,mujer
leggin niña aby kids rosado con mariposas,aby kid's,30.0,moda infantil,ripley,PANTALÓN (NIÑA DE 3 A 13),312040137,niña
polo algodón mujer calvin klein  logo print,calvin klein,89.0,hombre,ripley,"POLO (INCLUYE TIPO BIBIDI, TOPS, ETC.) (MUJER > 14)",312020142,mujer
zapatillas   para mujer elizah,pionier,143.2,mujer,ripley,ZAPATILLAS (MUJER > 14),321030303,mujer
blazer mujer esprit  024ee1h301,esprit,200.0,mujer,ripley,"CASACA, CHAQUETA, GUERRERA (MUJER > 14)",312020114,mujer
falda mujer soda blues kaxper,soda blues,59.99,mujer,ripley,VESTIDO PARA OCASIONES ESPECIALES (MUJER > 14),312020165,mujer
pantalón palazzo mujer tally weijl spaterintat,tally weijl,90.0,mujer,ripley,PANTALÓN (MUJER > 14),312020137,mujer
top mujer leonisa seamless de copas extraíbles sin costuras,leonisa,70.0,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
vestido corto mujer aziz aflo,aziz,69.99,mujer,ripley,VESTIDO PARA OCASIONES ESPECIALES (MUJER > 14),312020165,mujer
zapatillas mujer skechers urbanas  bobs geo  bbk,skechers,174.3,calzado,ripley,ZAPATILLAS (MUJER > 14),321030303,mujer
toalla de playa harry potter poncho harry,harry potter,44.99,mujer,ripley,NO CLASIFICACIÓN,0,mujer
legging pillin bebé niña,pillin,41.3,moda infantil,ripley,PANTALÓN (MENOR DE 2),312050152,niña
polo manga corta algodón hombre levis  graphic t sh,levi's,69.0,hombre,ripley,POLO (HOMBRE > 14),312010160,hombre
vestido largo bardot marquis mujer,marquis,115.0,mujer,ripley,VESTIDO PARA OCASIONES ESPECIALES (MUJER > 14),312020165,mujer
conjunto niña baby harvest menta polera y pantalón de buzo,baby harvest,50.0,moda infantil,ripley,CONJUNTITO (MENOR DE 2),312050138,niña
camisa manga larga hombre john holden  claro,john holden,89.9,hombre,ripley,CAMISA (HOMBRE > 14),312010124,hombre
polo manga corta niña harvest,harvest,22.5,moda infantil,ripley,"POLO (INCLUYE TIPO BIBIDI, TOPS, ETC.) (NIÑA DE 3 A 13)",312040142,niña
falda niña index tableada,index,89.99,moda infantil,ripley,VESTIDO PARA OCASIONES ESPECIALES (MUJER > 14),312020165,niña
chompa mujer aziz emol,aziz,65.0,mujer,ripley,"CASACA, CHAQUETA, GUERRERA (MUJER > 14)",312020114,mujer
botas mujer nébula  damme,nébula,124.95,calzado,ripley,BOTAS (MUJER > 14),321030106,mujer
calzón algodón mujer calvin klein  claro tanga,calvin klein,69.9,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
cartera steve madden bspiral,steve madden,239.94,calzado,ripley,NO CLASIFICACIÓN,0,mujer
zapatillas mujer reebok urbanas  court advance,reebok,239.0,calzado,ripley,ZAPATILLAS (MUJER > 14),321030303,mujer
casaca hombre jack  jones jjzac wool bomber,jack & jones,249.99,hombre,ripley,"CASACA, CHAQUETA, GUERRERA (HOMBRE > 14)",312010132,hombre
pijama mujer palmers  oscuro largo interlock,palmers,94.9,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
pack pijama mujer marquis navi satin,marquis,59.99,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
zapatillas mujer vans urbanas  vn0009qrby1,vans,164.5,calzado,ripley,ZAPATILLAS (MUJER > 14),321030303,mujer
camisa manga larga algodón hombre pierre cardin pc 59607ca,pierre cardin,89.0,hombre,ripley,CAMISA (HOMBRE > 14),312010124,hombre
gorro oakley 6 panel stretch hat embossed,oakley,139.0,hombre,ripley,ROPA DEPORTIVA (HOMBRE > 14),312010167,hombre
zapatillas adidas para hombre grand court base 20   blancorojo,adidas,208.31,calzado,ripley,ZAPATILLAS (HOMBRE >14),321010303,hombre
polo manga corta algodón hombre blackout back  24,blackout,64.95,hombre,ripley,POLO (HOMBRE > 14),312010160,hombre
polo ml  bebé niño,pillin,38.94,moda infantil,ripley,POLO (NIÑO DE 3 A 13),312030158,niño
jeans algodón flare mujer squeeze caridd high rise stretch,squeeze,111.99,mujer,ripley,PANTALÓN (MUJER > 14),312020137,mujer
polo manga corta algodón mujer blackout steff,blackout,41.94,mujer,ripley,"POLO (INCLUYE TIPO BIBIDI, TOPS, ETC.) (MUJER > 14)",312020142,mujer
top mujer navigata triángulo,navigata,29.99,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
pack boxer algodón hombre calvin klein multicolor,calvin klein,183.92,hombre,ripley,ROPA INTERIOR (HOMBRE > 14),312010171,hombre
camisa manga larga algodón hombre perry ellis zf liso j j,perry ellis,139.3,hombre,ripley,CAMISA (HOMBRE > 14),312010124,hombre
gorra todo gorros peru vandalo,todo gorros peru,39.9,mujer,ripley,ROPA DEPORTIVA (MUJER > 14),312020168,mujer
calzón mujer calvin klein,calvin klein,79.92,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
vestido suelto mujer azayu  estampado manga corta,azayu,79.0,mujer,ripley,VESTIDO PARA OCASIONES ESPECIALES (MUJER > 14),312020165,mujer
vela  pijama dama becky,vela white,89.0,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
pack 3 bóxers hombre boston  largo 1,boston,69.9,hombre,ripley,ROPA INTERIOR (HOMBRE > 14),312010171,hombre
pantalón regular hombre quiksilver dna beach pant,quiksilver,229.0,hombre,ripley,PANTALÓN (HOMBRE > 14),312010154,hombre
sostén mujer caffarena  brasier kali,caffarena,135.0,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
peak zapatillas de basketball,peak sport,749.0,calzado,ripley,ZAPATILLAS (HOMBRE >14),321010303,mujer
zapatillas mujer fila urbanas  twister,fila,349.91,calzado,ripley,ZAPATILLAS (MUJER > 14),321030303,mujer
top formador mujer lancaster tpfdmedm1beig control nylon,lancaster,35.0,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
blusa manga corta tencel mujer bronco elliena,bronco,109.99,mujer,ripley,BLUSA (MUJER > 14),312020106,mujer
medias  para hombre farker,gzuck,49.0,hombre,ripley,CALCETINES (HOMBRE > 14),312010119,hombre
chaleco para frío acolchado hombre  delta plus,delta plus,146.0,hombre,ripley,"CASACA, CHAQUETA, GUERRERA (HOMBRE > 14)",312010132,hombre
pack 3 bividís algodón pima hombre rybiu,rybiu,46.9,hombre,ripley,ROPA INTERIOR (HOMBRE > 14),312010171,hombre
toalla de playa pepe jeans jacquard bicolor,pepe jeans,59.99,mujer,ripley,NO CLASIFICACIÓN,0,mujer
chaleco hombre lacoste,lacoste,659.4,hombre,ripley,"CASACA, CHAQUETA, GUERRERA (HOMBRE > 14)",312010132,hombre
gorro todo gorros peru casimir modelo good vives rosado,todo gorros peru,39.9,mujer,ripley,ROPA DEPORTIVA (MUJER > 14),312020168,mujer
vestido corto mujer index  emeli,index,39.99,mujer,ripley,VESTIDO PARA OCASIONES ESPECIALES (MUJER > 14),312020165,mujer
jeans mujer tt jeans  claro corozo tobillero push up estilo y confort colombiano,t&t jeans,200.0,mujer,ripley,PANTALÓN (MUJER > 14),312020137,mujer
zapatillas hombre weinbrenner outdoor wb instinct rb feral,weinbrenner,199.0,calzado,ripley,ZAPATILLAS (HOMBRE >14),321010303,hombre
polo manga larga algodón hombre dockers  t3,dockers,149.0,hombre,ripley,POLO (HOMBRE > 14),312010160,hombre
zapatillas mujer puma urbanas   28,puma,229.99,calzado,ripley,ZAPATILLAS (MUJER > 14),321030303,mujer
pijama niña pillin melange,pillin,63.2,moda infantil,ripley,ROPA INTERIOR (NIÑA DE 3 A 13),312040165,niña
polo algodón mujer mentha y chocolate nori,mentha y chocolate,99.9,mujer,ripley,"POLO (INCLUYE TIPO BIBIDI, TOPS, ETC.) (MUJER > 14)",312020142,mujer
blusa manga larga mujer liola crudo bomber estampado,liola,209.9,mujer,ripley,BLUSA (MUJER > 14),312020106,mujer
zapatilla adidas puremotion super plomoblan,adidas,285.92,calzado,ripley,ZAPATILLAS (MUJER > 14),321030303,mujer
zapatillas para mujeres skechers  nvbl 5 9 summits,skechers,189.0,calzado,ripley,ZAPATILLAS (MUJER > 14),321030303,mujer
polo manga corta algodón hombre dunkelvolk  marino cali tee,dunkelvolk,79.99,hombre,ripley,POLO (HOMBRE > 14),312010160,hombre
casaca trekking membrana trangoworld  rhune verdelima,trangoworld,1830.0,hombre,ripley,"CASACA, CHAQUETA, GUERRERA (MUJER > 14)",312020114,hombre
badul,ocean pacific,129.0,calzado,ripley,NO CLASIFICACIÓN,0,mujer
chaleco mujer kayra poblet perfect fit jeans,kayra poblet perfect fit,59.95,mujer,ripley,"CASACA, CHAQUETA, GUERRERA (MUJER > 14)",312020114,mujer
cinturón hombre reversible multicolor levis,levi's,104.0,hombre,ripley,CORREA (HOMBRE >14),313010115,hombre
zapatillas hombre puma urbanas   04,puma,99.0,calzado,ripley,ZAPATILLAS (HOMBRE >14),321010303,hombre
vestido maxi marvelous   y capó bautizo pippayjulie recién nacido,marvelous,169.0,mujer,ripley,BEBECRECE (MENOR DE 2),312050108,mujer
jean hombre robert lewis jimmy,robert lewis,64.95,hombre,ripley,PANTALÓN (HOMBRE > 14),312010154,hombre
jeans tobillero flare mujer metal jeans diana,metal jeans,111.99,mujer,ripley,PANTALÓN (MUJER > 14),312020137,mujer
camisa manga larga algodón hombre perry ellis ml collection,perry ellis,125.3,hombre,ripley,CAMISA (HOMBRE > 14),312010124,hombre
calcetines hombre jockey casual,jockey,29.9,hombre,ripley,CALCETINES (HOMBRE > 14),312010119,hombre
calzón mujer calvin klein,calvin klein,53.2,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
polo manga corta hombre hurley rash guard surf carbon,hurley,149.0,hombre,ripley,POLO (HOMBRE > 14),312010160,hombre
botines mujer gotta,gotta,179.0,calzado,ripley,BOTAS (MUJER > 14),321030106,mujer
casaca mujer alejandra baigorria  bomber manga larga flavia ab juvenil,alejandra baigorria,127.99,mujer,ripley,"CASACA, CHAQUETA, GUERRERA (MUJER > 14)",312020114,mujer
polo manga corta algodón niño cars  cno,cars,41.99,moda infantil,ripley,POLO (NIÑO DE 3 A 13),312030158,niño
zapatillas mujer nike running  revolution 7,nike,179.0,calzado,ripley,ZAPATILLAS (MUJER > 14),321030303,mujer
cardigan manga larga mujer dockers   chompa cropped,dockers,249.0,mujer,ripley,"CASACA, CHAQUETA, GUERRERA (MUJER > 14)",312020114,mujer
zapatillas botines niña bubblegummers  urbanas,bubblegummers,71.94,calzado,ripley,ZAPATILLAS (NIÑA DE 3 A 13),321040303,niña
gorro jockey wild lama ripstop ballena causa org,wild lama,89.0,hombre,ripley,ROPA DEPORTIVA (HOMBRE > 14),312010167,hombre
trusas jersey full lycra para hombre urban brief,gzuck,69.0,hombre,ripley,ROPA INTERIOR (HOMBRE > 14),312010171,hombre
polo hombre nautica   0tb,nautica,179.99,hombre,ripley,POLO (HOMBRE > 14),312010160,hombre
zuecos unisex crocs    bistro pro literide clog,crocs,329.0,calzado,ripley,ZAPATOS (HOMBRE >14),321010121,sin genero
pack x3 polos manga larga algodón boston   cuello u,boston,109.9,mujer,ripley,POLO (HOMBRE > 14),312010160,mujer
gorro fox coastal blues flexfit dp cblt,fox,60.0,hombre,ripley,ROPA DEPORTIVA (HOMBRE > 14),312010167,hombre
calcetines tommy hilfiger hombre,tommy hilfiger,233.98,hombre,ripley,CALCETINES (HOMBRE > 14),312010119,hombre
polo sin manga mujer blackout jfx,blackout,71.92,mujer,ripley,"POLO (INCLUYE TIPO BIBIDI, TOPS, ETC.) (MUJER > 14)",312020142,mujer
toalla y manopla baby club chic rabbit garden,baby club chic,159.0,moda infantil,ripley,NO CLASIFICACIÓN,0,mujer
blusa nathalie love it mujer lucia,nathalie love it,42.99,mujer,ripley,BLUSA (MUJER > 14),312020106,mujer
gafas protección uv invicta i  obj 01 eyewear,invicta,169.0,mujer,ripley,NO CLASIFICACIÓN,0,mujer
zapatillas   para hombre skynerd,gzuck,289.0,calzado,ripley,ZAPATILLAS (HOMBRE >14),321010303,hombre
sostén mujer tommy hilfiger  toss flag tipo top,tommy hilfiger,109.0,mujer,ripley,ROPA INTERIOR (MUJER > 14),312020172,mujer
polo manga larga algodón mujer disney  camiseta o star wars grogu,disney,109.0,hombre,ripley,"POLO (INCLUYE TIPO BIBIDI, TOPS, ETC.) (MUJER > 14)",312020142,mujer
botines mujer footloose microfibra  ac  35 39 alisha,footloose,152.0,calzado,ripley,BOTAS (MUJER > 14),321030106,mujer
jean skinny mujer alejandra baigorria gala corazón,alejandra baigorria,103.99,mujer,ripley,PANTALÓN (MUJER > 14),312020137,mujer
zapatos de vestir mujer beira rio nude ff43141051348852531,beira rio,132.93,calzado,ripley,ZAPATOS (MUJER > 14),321030121,mujer
botines niño renzo renzini cuero rdl  adam 18 21,footloose,152.0,calzado,ripley,ZAPATOS (HOMBRE >14),321010121,niño
pack calzoncillo algodón hombre calvin klein,calvin klein,103.92,hombre,ripley,ROPA INTERIOR (HOMBRE > 14),312010171,hombre
ropa baño bebé niña colloky  entero,colloky,62.3,moda infantil,ripley,ROPA DEPORTIVA ESCOLAR (NIÑA DE 3 A 13),312040169,niña
guantes con repulsores ironman disney avengers,disney,309.0,moda infantil,ripley,NO CLASIFICACIÓN,0,mujer
